Day_Count,Day,StoreID,ProductName,Product_Calorie,Promo_applied,specials,mods,Amt,weather,Inflation_Percentage,Unemployment_Percentage
90,Sunday,S002,Chicken Burger,700,0,0,0,11390.0,cold,3.0,1.9
90,Sunday,S003,Falafel Burger,670,0,1,0,11610.0,humid,3.0,1.9
90,Sunday,S002,Veg Burger,625,0,0,0,25125.0,cold,3.0,1.9
90,Sunday,S003,Chicken Burger,700,0,0,0,10540.0,humid,3.0,1.9
90,Sunday,S002,Coca-Cola,100,0,0,0,25755.0,cold,3.0,1.9
90,Sunday,S001,Cheese Burger,800,0,0,0,11200.0,very hot,3.0,1.9
90,Sunday,S001,Coca-Cola,100,0,0,0,20230.0,very hot,3.0,1.9
90,Sunday,S002,Fries,400,0,0,0,16500.0,cold,3.0,1.9
90,Sunday,S003,Veg Burger,625,0,0,0,4420000.0,humid,3.0,1.9
90,Sunday,S003,Fries,400,0,0,0,15750.0,humid,3.0,1.9
90,Sunday,S002,Falafel Burger,670,0,1,0,12015.0,cold,3.0,1.9
90,Sunday,S001,Falafel Burger,670,0,1,0,11205.0,very hot,3.0,1.9
90,Sunday,S002,Cheese Burger,800,0,0,0,8600.0,cold,3.0,1.9
90,Sunday,S001,Fries,400,0,0,0,12000.0,very hot,3.0,1.9
91,Monday,S003,Coca-Cola,100,0,0,0,19465.0,humid,3.0,1.9
91,Monday,S002,Cheese Burger,800,0,0,0,6200.0,rainy,3.0,1.9
91,Monday,S001,Coca-Cola,100,0,0,0,16065.0,very hot,3.0,1.9
91,Monday,S003,Fries,400,0,0,0,11250.0,humid,3.0,1.9
91,Monday,S001,Falafel Burger,670,0,1,0,8640.0,very hot,3.0,1.9
91,Monday,S003,Veg Burger,625,0,0,0,3123750.0,humid,3.0,1.9
91,Monday,S002,Falafel Burger,670,0,1,0,8505.0,rainy,3.0,1.9
91,Monday,S002,Coca-Cola,100,0,0,0,18105.0,rainy,3.0,1.9
91,Monday,S001,Chicken Burger,700,0,0,0,11220.0,very hot,3.0,1.9
91,Monday,S003,Cheese Burger,800,0,0,0,6200.0,humid,3.0,1.9
91,Monday,S002,Veg Burger,625,0,0,0,18125.0,rainy,3.0,1.9
91,Monday,S003,Falafel Burger,670,0,1,0,8235.0,humid,3.0,1.9
91,Monday,S001,Cheese Burger,800,0,0,0,8200.0,very hot,3.0,1.9
91,Monday,S002,Fries,400,0,0,0,12225.0,rainy,3.0,1.9
91,Monday,S003,Chicken Burger,700,0,0,0,8160.0,humid,3.0,1.9
91,Monday,S002,Chicken Burger,700,0,0,0,7650.0,rainy,3.0,1.9
91,Monday,S001,Veg Burger,625,0,0,0,6375.0,very hot,3.0,1.9
91,Monday,S001,Fries,400,0,0,0,9600.0,very hot,3.0,1.9
92,Tuesday,S002,Falafel Burger,670,0,1,0,8100.0,cold,3.0,1.9
92,Tuesday,S003,Cheese Burger,800,0,0,0,6400.0,humid,3.0,1.9
92,Tuesday,S002,Coca-Cola,100,0,0,0,19465.0,cold,3.0,1.9
92,Tuesday,S002,Veg Burger,625,0,0,0,20500.0,cold,3.0,1.9
92,Tuesday,S001,Cheese Burger,800,0,0,0,8800.0,hot,3.0,1.9
92,Tuesday,S001,Chicken Burger,700,0,0,0,11220.0,hot,3.0,1.9
92,Tuesday,S003,Fries,400,0,0,0,11325.0,humid,3.0,1.9
92,Tuesday,S001,Coca-Cola,100,0,0,0,15045.0,hot,3.0,1.9
92,Tuesday,S001,Veg Burger,625,0,0,0,7125.0,hot,3.0,1.9
92,Tuesday,S003,Coca-Cola,100,0,0,0,19125.0,humid,3.0,1.9
92,Tuesday,S003,Falafel Burger,670,0,1,0,8910.0,humid,3.0,1.9
92,Tuesday,S001,Falafel Burger,670,0,1,0,8370.0,hot,3.0,1.9
92,Tuesday,S003,Veg Burger,625,0,0,0,3272500.0,humid,3.0,1.9
92,Tuesday,S002,Cheese Burger,800,0,0,0,6200.0,cold,3.0,1.9
92,Tuesday,S002,Chicken Burger,700,0,0,0,8330.0,cold,3.0,1.9
92,Tuesday,S003,Chicken Burger,700,0,0,0,7650.0,humid,3.0,1.9
92,Tuesday,S001,Fries,400,0,0,0,9375.0,hot,3.0,1.9
92,Tuesday,S002,Fries,400,0,0,0,11400.0,cold,3.0,1.9
93,Wednesday,S001,Coca-Cola,100,0,0,0,15300.0,hot,3.0,1.9
93,Wednesday,S001,Falafel Burger,670,0,1,0,8370.0,hot,3.0,1.9
93,Wednesday,S001,Chicken Burger,700,0,0,0,12580.0,hot,3.0,1.9
93,Wednesday,S002,Coca-Cola,100,0,0,0,20995.0,cold,3.0,1.9
93,Wednesday,S002,Veg Burger,625,0,0,0,19375.0,cold,3.0,1.9
93,Wednesday,S002,Chicken Burger,700,0,0,0,8160.0,cold,3.0,1.9
93,Wednesday,S003,Fries,400,0,0,0,12300.0,very hot,3.0,1.9
93,Wednesday,S003,Cheese Burger,800,0,0,0,6200.0,very hot,3.0,1.9
93,Wednesday,S003,Veg Burger,625,0,0,0,3463750.0,very hot,3.0,1.9
93,Wednesday,S002,Falafel Burger,670,0,1,0,9585.0,cold,3.0,1.9
93,Wednesday,S003,Coca-Cola,100,0,0,0,21845.0,very hot,3.0,1.9
93,Wednesday,S002,Cheese Burger,800,0,0,0,6600.0,cold,3.0,1.9
93,Wednesday,S001,Fries,400,0,0,0,9900.0,hot,3.0,1.9
93,Wednesday,S002,Fries,400,0,0,0,12525.0,cold,3.0,1.9
93,Wednesday,S003,Chicken Burger,700,0,0,0,7820.0,very hot,3.0,1.9
93,Wednesday,S003,Falafel Burger,670,0,1,0,8640.0,very hot,3.0,1.9
93,Wednesday,S001,Cheese Burger,800,0,0,0,9000.0,hot,3.0,1.9
93,Wednesday,S001,Veg Burger,625,0,0,0,6875.0,hot,3.0,1.9
94,Thursday,S002,Coca-Cola,100,0,0,0,20315.0,rainy,3.0,1.9
94,Thursday,S001,Coca-Cola,100,0,0,0,16575.0,cold,3.0,1.9
94,Thursday,S001,Falafel Burger,670,0,1,0,9585.0,cold,3.0,1.9
94,Thursday,S003,Fries,400,0,0,0,12150.0,humid,3.0,1.9
94,Thursday,S002,Cheese Burger,800,0,0,0,6800.0,rainy,3.0,1.9
94,Thursday,S003,Coca-Cola,100,0,0,0,20910.0,humid,3.0,1.9
94,Thursday,S003,Veg Burger,625,0,0,0,3442500.0,humid,3.0,1.9
94,Thursday,S001,Chicken Burger,700,0,0,0,12920.0,cold,3.0,1.9
94,Thursday,S003,Cheese Burger,800,0,0,0,6600.0,humid,3.0,1.9
94,Thursday,S002,Falafel Burger,670,0,1,0,8505.0,rainy,3.0,1.9
94,Thursday,S001,Fries,400,0,0,0,11475.0,cold,3.0,1.9
94,Thursday,S002,Veg Burger,625,0,0,0,19875.0,rainy,3.0,1.9
94,Thursday,S003,Chicken Burger,700,0,0,0,8670.0,humid,3.0,1.9
94,Thursday,S001,Veg Burger,625,0,0,0,7625.0,cold,3.0,1.9
94,Thursday,S002,Fries,400,0,0,0,13275.0,rainy,3.0,1.9
94,Thursday,S001,Cheese Burger,800,0,0,0,10000.0,cold,3.0,1.9
94,Thursday,S002,Chicken Burger,700,0,0,0,7990.0,rainy,3.0,1.9
94,Thursday,S003,Falafel Burger,670,0,1,0,9180.0,humid,3.0,1.9
95,Friday,S003,Fries,400,0,0,0,15375.0,humid,3.0,1.9
95,Friday,S003,Coca-Cola,100,0,0,0,28475.0,humid,3.0,1.9
95,Friday,S001,Fries,400,0,0,0,14175.0,cold,3.0,1.9
95,Friday,S002,Cheese Burger,800,0,0,0,8800.0,cold,3.0,1.9
95,Friday,S003,Veg Burger,625,0,0,0,4696250.0,humid,3.0,1.9
95,Friday,S001,Chicken Burger,700,0,0,0,16660.0,cold,3.0,1.9
95,Friday,S002,Falafel Burger,670,0,1,0,12555.0,cold,3.0,1.9
95,Friday,S001,Falafel Burger,670,0,1,0,11205.0,cold,3.0,1.9
95,Friday,S003,Cheese Burger,800,0,0,0,8800.0,humid,3.0,1.9
95,Friday,S002,Chicken Burger,700,0,0,0,11900.0,cold,3.0,1.9
95,Friday,S001,Cheese Burger,800,0,0,0,12200.0,cold,3.0,1.9
95,Friday,S002,Coca-Cola,100,0,0,0,26520.0,cold,3.0,1.9
95,Friday,S001,Coca-Cola,100,0,0,0,20485.0,cold,3.0,1.9
95,Friday,S002,Fries,400,0,0,0,16800.0,cold,3.0,1.9
95,Friday,S002,Veg Burger,625,0,0,0,27750.0,cold,3.0,1.9
95,Friday,S003,Chicken Burger,700,0,0,0,11050.0,humid,3.0,1.9
95,Friday,S003,Falafel Burger,670,0,1,0,12015.0,humid,3.0,1.9
95,Friday,S001,Veg Burger,625,0,0,0,10250.0,cold,3.0,1.9
96,Saturday,S002,Fries,400,0,0,0,15600.0,humid,3.0,1.9
96,Saturday,S003,Chicken Burger,700,0,0,0,10540.0,rainy,3.0,1.9
96,Saturday,S003,Falafel Burger,670,0,1,0,11070.0,rainy,3.0,1.9
96,Saturday,S001,Chicken Burger,700,0,0,0,15810.0,hot,3.0,1.9
96,Saturday,S003,Cheese Burger,800,0,0,0,8600.0,rainy,3.0,1.9
96,Saturday,S001,Cheese Burger,800,0,0,0,12200.0,hot,3.0,1.9
96,Saturday,S002,Coca-Cola,100,0,0,0,28220.0,humid,3.0,1.9
96,Saturday,S002,Chicken Burger,700,0,0,0,10710.0,humid,3.0,1.9
96,Saturday,S002,Falafel Burger,670,0,1,0,12015.0,humid,3.0,1.9
96,Saturday,S003,Veg Burger,625,0,0,0,4653750.0,rainy,3.0,1.9
96,Saturday,S003,Coca-Cola,100,0,0,0,26265.0,rainy,3.0,1.9
96,Saturday,S003,Fries,400,0,0,0,15075.0,rainy,3.0,1.9
96,Saturday,S002,Cheese Burger,800,0,0,0,9000.0,humid,3.0,1.9
96,Saturday,S001,Falafel Burger,670,0,1,0,11475.0,hot,3.0,1.9
96,Saturday,S002,Veg Burger,625,0,0,0,26500.0,humid,3.0,1.9
96,Saturday,S001,Coca-Cola,100,0,0,0,19975.0,hot,3.0,1.9
96,Saturday,S001,Veg Burger,625,0,0,0,9375.0,hot,3.0,1.9
96,Saturday,S001,Fries,400,0,0,0,13950.0,hot,3.0,1.9
97,Sunday,S001,Chicken Burger,700,0,0,0,16490.0,hot,3.0,1.9
97,Sunday,S002,Fries,400,0,0,0,16350.0,cold,3.0,1.9
97,Sunday,S003,Veg Burger,625,0,0,0,4441250.0,hot,3.0,1.9
97,Sunday,S002,Falafel Burger,670,0,1,0,10800.0,cold,3.0,1.9
97,Sunday,S002,Cheese Burger,800,0,0,0,8800.0,cold,3.0,1.9
97,Sunday,S002,Veg Burger,625,0,0,0,28125.0,cold,3.0,1.9
97,Sunday,S003,Chicken Burger,700,0,0,0,10710.0,hot,3.0,1.9
97,Sunday,S002,Coca-Cola,100,0,0,0,28560.0,cold,3.0,1.9
97,Sunday,S001,Cheese Burger,800,0,0,0,11000.0,hot,3.0,1.9
97,Sunday,S003,Coca-Cola,100,0,0,0,26605.0,hot,3.0,1.9
97,Sunday,S003,Falafel Burger,670,0,1,0,11340.0,hot,3.0,1.9
97,Sunday,S002,Chicken Burger,700,0,0,0,10370.0,cold,3.0,1.9
97,Sunday,S001,Falafel Burger,670,0,1,0,11205.0,hot,3.0,1.9
97,Sunday,S003,Cheese Burger,800,0,0,0,8200.0,hot,3.0,1.9
97,Sunday,S001,Coca-Cola,100,0,0,0,20400.0,hot,3.0,1.9
97,Sunday,S003,Fries,400,0,0,0,15525.0,hot,3.0,1.9
97,Sunday,S001,Fries,400,0,0,0,12750.0,hot,3.0,1.9
97,Sunday,S001,Veg Burger,625,0,0,0,8750.0,hot,3.0,1.9
98,Monday,S002,Fries,400,0,0,0,10950.0,humid,3.0,1.9
98,Monday,S003,Falafel Burger,670,0,1,0,8235.0,humid,3.0,1.9
98,Monday,S002,Chicken Burger,700,0,0,0,7820.0,humid,3.0,1.9
98,Monday,S002,Coca-Cola,100,0,0,0,19210.0,humid,3.0,1.9
98,Monday,S002,Veg Burger,625,0,0,0,20375.0,humid,3.0,1.9
98,Monday,S001,Coca-Cola,100,0,0,0,15555.0,hot,3.0,1.9
98,Monday,S003,Veg Burger,625,0,0,0,3145000.0,humid,3.0,1.9
98,Monday,S002,Cheese Burger,800,0,0,0,6000.0,humid,3.0,1.9
98,Monday,S002,Falafel Burger,670,0,1,0,8505.0,humid,3.0,1.9
98,Monday,S003,Fries,400,0,0,0,11325.0,humid,3.0,1.9
98,Monday,S001,Veg Burger,625,0,0,0,7125.0,hot,3.0,1.9
98,Monday,S001,Fries,400,0,0,0,9750.0,hot,3.0,1.9
98,Monday,S001,Cheese Burger,800,0,0,0,7800.0,hot,3.0,1.9
98,Monday,S002,Custom,100,0,0,1,0.0,humid,3.0,1.9
98,Monday,S001,Chicken Burger,700,0,0,0,11900.0,hot,3.0,1.9
98,Monday,S003,Cheese Burger,800,0,0,0,5800.0,humid,3.0,1.9
98,Monday,S001,Falafel Burger,670,0,1,0,8370.0,hot,3.0,1.9
98,Monday,S003,Chicken Burger,700,0,0,0,7650.0,humid,3.0,1.9
98,Monday,S003,Coca-Cola,100,0,0,0,19890.0,humid,3.0,1.9
99,Tuesday,S002,Coca-Cola,100,0,0,0,20315.0,rainy,3.0,1.9
99,Tuesday,S001,Falafel Burger,670,0,1,0,8370.0,hot,3.0,1.9
99,Tuesday,S001,Chicken Burger,700,0,0,0,12070.0,hot,3.0,1.9
99,Tuesday,S001,Cheese Burger,800,0,0,0,8800.0,hot,3.0,1.9
99,Tuesday,S003,Fries,400,0,0,0,10950.0,hot,3.0,1.9
99,Tuesday,S003,Coca-Cola,100,0,0,0,18530.0,hot,3.0,1.9
99,Tuesday,S003,Cheese Burger,800,0,0,0,5800.0,hot,3.0,1.9
99,Tuesday,S002,Chicken Burger,700,0,0,0,7480.0,rainy,3.0,1.9
99,Tuesday,S003,Chicken Burger,700,0,0,0,7990.0,hot,3.0,1.9
99,Tuesday,S002,Falafel Burger,670,0,1,0,9045.0,rainy,3.0,1.9
99,Tuesday,S003,Veg Burger,625,0,0,0,3293750.0,hot,3.0,1.9
99,Tuesday,S002,Cheese Burger,800,0,0,0,5800.0,rainy,3.0,1.9
99,Tuesday,S001,Coca-Cola,100,0,0,0,16660.0,hot,3.0,1.9
99,Tuesday,S001,Fries,400,0,0,0,10500.0,hot,3.0,1.9
99,Tuesday,S002,Veg Burger,625,0,0,0,20000.0,rainy,3.0,1.9
99,Tuesday,S002,Fries,400,0,0,0,11100.0,rainy,3.0,1.9
99,Tuesday,S003,Falafel Burger,670,0,1,0,8775.0,hot,3.0,1.9
99,Tuesday,S001,Veg Burger,625,0,0,0,6750.0,hot,3.0,1.9
100,Wednesday,S002,Fries,400,0,0,0,12075.0,cold,3.0,1.9
100,Wednesday,S001,Cheese Burger,800,0,0,0,9200.0,hot,3.0,1.9
100,Wednesday,S003,Cheese Burger,800,0,0,0,6600.0,rainy,3.0,1.9
100,Wednesday,S001,Falafel Burger,670,0,1,0,8370.0,hot,3.0,1.9
100,Wednesday,S001,Chicken Burger,700,0,0,0,13430.0,hot,3.0,1.9
100,Wednesday,S003,Coca-Cola,100,0,0,0,21845.0,rainy,3.0,1.9
100,Wednesday,S003,Falafel Burger,670,0,1,0,8370.0,rainy,3.0,1.9
100,Wednesday,S003,Fries,400,0,0,0,11625.0,rainy,3.0,1.9
100,Wednesday,S002,Chicken Burger,700,0,0,0,7990.0,cold,3.0,1.9
100,Wednesday,S003,Chicken Burger,700,0,0,0,8500.0,rainy,3.0,1.9
100,Wednesday,S002,Veg Burger,625,0,0,0,20250.0,cold,3.0,1.9
100,Wednesday,S002,Falafel Burger,670,0,1,0,9315.0,cold,3.0,1.9
100,Wednesday,S001,Coca-Cola,100,0,0,0,16320.0,hot,3.0,1.9
100,Wednesday,S002,Cheese Burger,800,0,0,0,6800.0,cold,3.0,1.9
100,Wednesday,S003,Veg Burger,625,0,0,0,3548750.0,rainy,3.0,1.9
100,Wednesday,S001,Veg Burger,625,0,0,0,7000.0,hot,3.0,1.9
100,Wednesday,S001,Fries,400,0,0,0,10200.0,hot,3.0,1.9
100,Wednesday,S003,Coca-Cola,100,0,0,0,20740.0,rainy,3.0,1.9
100,Wednesday,S002,Coca-Cola,100,0,0,0,21505.0,cold,3.0,1.9
101,Thursday,S002,Veg Burger,625,0,0,0,20625.0,hot,3.0,1.9
101,Thursday,S001,Coca-Cola,100,0,0,0,16150.0,very hot,3.0,1.9
101,Thursday,S002,Falafel Burger,670,0,1,0,9585.0,hot,3.0,1.9
101,Thursday,S001,Fries,400,0,0,0,10950.0,very hot,3.0,1.9
101,Thursday,S003,Fries,400,0,0,0,12750.0,hot,3.0,1.9
101,Thursday,S003,Veg Burger,625,0,0,0,3570000.0,hot,3.0,1.9
101,Thursday,S002,Cheese Burger,800,0,0,0,6800.0,hot,3.0,1.9
101,Thursday,S003,Falafel Burger,670,0,1,0,9855.0,hot,3.0,1.9
101,Thursday,S001,Cheese Burger,800,0,0,0,9400.0,very hot,3.0,1.9
101,Thursday,S003,Cheese Burger,800,0,0,0,6600.0,hot,3.0,1.9
101,Thursday,S003,Chicken Burger,700,0,0,0,9010.0,hot,3.0,1.9
101,Thursday,S002,Chicken Burger,700,0,0,0,8500.0,hot,3.0,1.9
101,Thursday,S002,Fries,400,0,0,0,12075.0,hot,3.0,1.9
101,Thursday,S003,Coca-Cola,100,0,0,0,22780.0,hot,3.0,1.9
101,Thursday,S001,Veg Burger,625,0,0,0,7500.0,very hot,3.0,1.9
101,Thursday,S002,Coca-Cola,100,0,0,0,22355.0,hot,3.0,1.9
101,Thursday,S001,Chicken Burger,700,0,0,0,12240.0,very hot,3.0,1.9
101,Thursday,S003,Coca-Cola,100,0,0,0,21250.0,hot,3.0,1.9
101,Thursday,S001,Falafel Burger,670,0,1,0,8370.0,very hot,3.0,1.9
102,Friday,S001,Veg Burger,625,0,0,0,9125.0,very hot,3.0,1.9
102,Friday,S002,Cheese Burger,800,0,0,0,9200.0,cold,3.0,1.9
102,Friday,S003,Coca-Cola,100,0,0,0,26350.0,cold,3.0,1.9
102,Friday,S002,Coca-Cola,100,0,0,0,28815.0,cold,3.0,1.9
102,Friday,S001,Chicken Burger,700,0,0,0,15810.0,very hot,3.0,1.9
102,Friday,S003,Cheese Burger,800,0,0,0,8400.0,cold,3.0,1.9
102,Friday,S001,Cheese Burger,800,0,0,0,11600.0,very hot,3.0,1.9
102,Friday,S001,Falafel Burger,670,0,1,0,11475.0,very hot,3.0,1.9
102,Friday,S003,Coca-Cola,100,0,0,0,25840.0,cold,3.0,1.9
102,Friday,S003,Falafel Burger,670,0,1,0,11745.0,cold,3.0,1.9
102,Friday,S003,Chicken Burger,700,0,0,0,11050.0,cold,3.0,1.9
102,Friday,S002,Chicken Burger,700,0,0,0,11220.0,cold,3.0,1.9
102,Friday,S002,Fries,400,0,0,0,15675.0,cold,3.0,1.9
102,Friday,S002,Falafel Burger,670,0,1,0,12285.0,cold,3.0,1.9
102,Friday,S001,Coca-Cola,100,0,0,0,22780.0,very hot,3.0,1.9
102,Friday,S001,Fries,400,0,0,0,12975.0,very hot,3.0,1.9
102,Friday,S003,Veg Burger,625,0,0,0,4717500.0,cold,3.0,1.9
102,Friday,S002,Veg Burger,625,0,0,0,29625.0,cold,3.0,1.9
102,Friday,S003,Fries,400,0,0,0,17400.0,cold,3.0,1.9
102,Friday,S003,Custom,50,0,0,1,0.0,cold,3.0,1.9
103,Saturday,S001,Falafel Burger,670,0,1,0,11745.0,hot,3.0,1.9
103,Saturday,S003,Cheese Burger,800,0,0,0,8400.0,hot,3.0,1.9
103,Saturday,S003,Falafel Burger,670,0,1,0,11610.0,hot,3.0,1.9
103,Saturday,S001,Chicken Burger,700,0,0,0,17340.0,hot,3.0,1.9
103,Saturday,S003,Custom,50,0,0,1,0.0,hot,3.0,1.9
103,Saturday,S002,Coca-Cola,100,0,0,0,27455.0,humid,3.0,1.9
103,Saturday,S001,Veg Burger,625,0,0,0,9125.0,hot,3.0,1.9
103,Saturday,S003,Coca-Cola,100,0,0,0,26945.0,hot,3.0,1.9
103,Saturday,S003,Coca-Cola,100,0,0,0,25755.0,hot,3.0,1.9
103,Saturday,S002,Veg Burger,625,0,0,0,26500.0,humid,3.0,1.9
103,Saturday,S003,Chicken Burger,700,0,0,0,11050.0,hot,3.0,1.9
103,Saturday,S002,Chicken Burger,700,0,0,0,10710.0,humid,3.0,1.9
103,Saturday,S002,Fries,400,0,0,0,15450.0,humid,3.0,1.9
103,Saturday,S003,Veg Burger,625,0,0,0,4568750.0,hot,3.0,1.9
103,Saturday,S001,Fries,400,0,0,0,13350.0,hot,3.0,1.9
103,Saturday,S003,Fries,400,0,0,0,15825.0,hot,3.0,1.9
103,Saturday,S002,Falafel Burger,670,0,1,0,11340.0,humid,3.0,1.9
103,Saturday,S002,Cheese Burger,800,0,0,0,8200.0,humid,3.0,1.9
103,Saturday,S001,Coca-Cola,100,0,0,0,20485.0,hot,3.0,1.9
103,Saturday,S001,Cheese Burger,800,0,0,0,11800.0,hot,3.0,1.9
104,Sunday,S003,Coca-Cola,100,0,0,0,26860.0,hot,3.0,1.9
104,Sunday,S002,Falafel Burger,670,0,1,0,11205.0,humid,3.0,1.9
104,Sunday,S001,Fries,400,0,0,0,12000.0,hot,3.0,1.9
104,Sunday,S003,Fries,400,0,0,0,15675.0,hot,3.0,1.9
104,Sunday,S001,Coca-Cola,100,0,0,0,21845.0,hot,3.0,1.9
104,Sunday,S002,Cheese Burger,800,0,0,0,8000.0,humid,3.0,1.9
104,Sunday,S001,Veg Burger,625,0,0,0,9125.0,hot,3.0,1.9
104,Sunday,S002,Coca-Cola,100,0,0,0,26265.0,humid,3.0,1.9
104,Sunday,S001,Falafel Burger,670,0,1,0,11475.0,hot,3.0,1.9
104,Sunday,S003,Cheese Burger,800,0,0,0,9000.0,hot,3.0,1.9
104,Sunday,S003,Falafel Burger,670,0,1,0,12285.0,hot,3.0,1.9
104,Sunday,S003,Chicken Burger,700,0,0,0,10880.0,hot,3.0,1.9
104,Sunday,S002,Fries,400,0,0,0,15300.0,humid,3.0,1.9
104,Sunday,S003,Veg Burger,625,0,0,0,4398750.0,hot,3.0,1.9
104,Sunday,S001,Chicken Burger,700,0,0,0,14790.0,hot,3.0,1.9
104,Sunday,S002,Chicken Burger,700,0,0,0,10710.0,humid,3.0,1.9
104,Sunday,S001,Cheese Burger,800,0,0,0,11400.0,hot,3.0,1.9
104,Sunday,S002,Veg Burger,625,0,0,0,27375.0,humid,3.0,1.9
104,Sunday,S003,Coca-Cola,100,0,0,0,25925.0,hot,3.0,1.9
105,Monday,S003,Fries,400,0,0,0,11325.0,hot,3.0,1.9
105,Monday,S002,Cheese Burger,800,0,0,0,6000.0,cold,3.0,1.9
105,Monday,S001,Coca-Cola,100,0,0,0,14960.0,very hot,3.0,1.9
105,Monday,S002,Falafel Burger,670,0,1,0,8505.0,cold,3.0,1.9
105,Monday,S002,Custom,100,0,0,1,0.0,cold,3.0,1.9
105,Monday,S001,Cheese Burger,800,0,0,0,7800.0,very hot,3.0,1.9
105,Monday,S003,Coca-Cola,100,0,0,0,19635.0,hot,3.0,1.9
105,Monday,S003,Veg Burger,625,0,0,0,3145000.0,hot,3.0,1.9
105,Monday,S001,Fries,400,0,0,0,9000.0,very hot,3.0,1.9
105,Monday,S003,Falafel Burger,670,0,1,0,8910.0,hot,3.0,1.9
105,Monday,S002,Chicken Burger,700,0,0,0,7820.0,cold,3.0,1.9
105,Monday,S002,Coca-Cola,100,0,0,0,20655.0,cold,3.0,1.9
105,Monday,S001,Veg Burger,625,0,0,0,7000.0,very hot,3.0,1.9
105,Monday,S002,Fries,400,0,0,0,12525.0,cold,3.0,1.9
105,Monday,S003,Cheese Burger,800,0,0,0,6000.0,hot,3.0,1.9
105,Monday,S003,Chicken Burger,700,0,0,0,7990.0,hot,3.0,1.9
105,Monday,S002,Veg Burger,625,0,0,0,20125.0,cold,3.0,1.9
105,Monday,S001,Chicken Burger,700,0,0,0,12240.0,very hot,3.0,1.9
105,Monday,S001,Falafel Burger,670,0,1,0,8640.0,very hot,3.0,1.9
106,Tuesday,S001,Fries,400,0,0,0,9675.0,hot,3.0,1.9
106,Tuesday,S003,Veg Burger,625,0,0,0,3123750.0,hot,3.0,1.9
106,Tuesday,S003,Coca-Cola,100,0,0,0,20060.0,hot,3.0,1.9
106,Tuesday,S001,Cheese Burger,800,0,0,0,9000.0,hot,3.0,1.9
106,Tuesday,S002,Veg Burger,625,0,0,0,20125.0,cold,3.0,1.9
106,Tuesday,S001,Chicken Burger,700,0,0,0,11900.0,hot,3.0,1.9
106,Tuesday,S001,Falafel Burger,670,0,1,0,8370.0,hot,3.0,1.9
106,Tuesday,S003,Chicken Burger,700,0,0,0,7820.0,hot,3.0,1.9
106,Tuesday,S003,Cheese Burger,800,0,0,0,6600.0,hot,3.0,1.9
106,Tuesday,S003,Falafel Burger,670,0,1,0,8235.0,hot,3.0,1.9
106,Tuesday,S002,Chicken Burger,700,0,0,0,7310.0,cold,3.0,1.9
106,Tuesday,S002,Coca-Cola,100,0,0,0,21505.0,cold,3.0,1.9
106,Tuesday,S002,Fries,400,0,0,0,11700.0,cold,3.0,1.9
106,Tuesday,S001,Veg Burger,625,0,0,0,6375.0,hot,3.0,1.9
106,Tuesday,S001,Coca-Cola,100,0,0,0,14875.0,hot,3.0,1.9
106,Tuesday,S003,Fries,400,0,0,0,11325.0,hot,3.0,1.9
106,Tuesday,S002,Falafel Burger,670,0,1,0,8505.0,cold,3.0,1.9
106,Tuesday,S002,Cheese Burger,800,0,0,0,6600.0,cold,3.0,1.9
106,Tuesday,S003,Custom,50,0,0,1,0.0,hot,3.0,1.9
107,Wednesday,S003,Coca-Cola,100,0,0,0,20315.0,humid,3.0,1.9
107,Wednesday,S001,Chicken Burger,700,0,0,0,11390.0,very hot,3.0,1.9
107,Wednesday,S001,Fries,400,0,0,0,9825.0,very hot,3.0,1.9
107,Wednesday,S003,Falafel Burger,670,0,1,0,9180.0,humid,3.0,1.9
107,Wednesday,S001,Cheese Burger,800,0,0,0,9000.0,very hot,3.0,1.9
107,Wednesday,S003,Chicken Burger,700,0,0,0,7990.0,humid,3.0,1.9
107,Wednesday,S003,Fries,400,0,0,0,12600.0,humid,3.0,1.9
107,Wednesday,S002,Veg Burger,625,0,0,0,22000.0,humid,3.0,1.9
107,Wednesday,S002,Cheese Burger,800,0,0,0,6200.0,humid,3.0,1.9
107,Wednesday,S002,Fries,400,0,0,0,12300.0,humid,3.0,1.9
107,Wednesday,S001,Veg Burger,625,0,0,0,6625.0,very hot,3.0,1.9
107,Wednesday,S002,Chicken Burger,700,0,0,0,7990.0,humid,3.0,1.9
107,Wednesday,S002,Coca-Cola,100,0,0,0,21505.0,humid,3.0,1.9
107,Wednesday,S001,Falafel Burger,670,0,1,0,8235.0,very hot,3.0,1.9
107,Wednesday,S002,Falafel Burger,670,0,1,0,8775.0,humid,3.0,1.9
107,Wednesday,S003,Veg Burger,625,0,0,0,3570000.0,humid,3.0,1.9
107,Wednesday,S001,Coca-Cola,100,0,0,0,16745.0,very hot,3.0,1.9
107,Wednesday,S003,Cheese Burger,800,0,0,0,6400.0,humid,3.0,1.9
108,Thursday,S003,Chicken Burger,700,0,0,0,8330.0,humid,2.8,2.2
108,Thursday,S002,Cheese Burger,800,0,0,0,6800.0,cold,2.8,2.2
108,Thursday,S002,Fries,400,0,0,0,13950.0,cold,2.8,2.2
108,Thursday,S003,Cheese Burger,800,0,0,0,7000.0,humid,2.8,2.2
108,Thursday,S001,Falafel Burger,670,0,1,0,8910.0,hot,2.8,2.2
108,Thursday,S002,Chicken Burger,700,0,0,0,9010.0,cold,2.8,2.2
